目录名称,新目录,歌曲目录名称,歌曲名称,PP值-容易,PP值-通常,PP值-困难,PP值-专家,PP值-噩梦,难度-容易,难度-通常,难度-困难,难度-专家,难度-噩梦,hash
默认目录,,Jaroslav Beck - Beat Saber (Built in),Beat Saber - Jaroslav Beck[],,,,,,,,,,,0015E55C3667D302F42B7B0C56F2C62760E829CB
默认目录,,One More Time,One More Time - Berlin Child[Freeek],,,,,,,,,,,3C01DA2A69BA6EB3C2EFD50EEB7C431F09C44C3B
大佬包,,1009 (G1ll35 d3 R415 - hexagonial),G1ll35 d3 R415 - Team Grimoire[Hexagonial],,,,0,402.628,,,,0,9.09,A03D474F37137E0DB7FD0D58BE1D97D8458E8AE5
大佬包,,11d1 (Tool-Assisted Speedcore - Krydar),Tool-Assisted Speedcore - Kobaryo[Kry],,,,,310.266,,,,,7.03,2920185B3EC35535E46E990980607F5C33547317
大佬包,,123b (TWISTSTEP - roeek),TWISTSTEP - Pa's Lam System[Mapped by roeek],,,,,306.907,,,,,6.89,BC6220ACE2AEDE409EFF44851C2272322AC75C84
大佬包,,126c (iLLness LiLin - mystikmol),iLLness LiLin  - Chart by Mystikmol[Kaneko Chiharu],,54.571,123.617,222.557,0,,1.18,2.77,5.26,0,0BFAB2B62C6D7EA1C3587C48EFD1A0EEC365D983
大佬包,,1368 (ParagonX9 - Infiltration - jackscape),ParagonX9 - Infiltration - [jackscape],,,,,247.835,,,,,5.46,C1679483DEEF2187F09DD5CCB4E16CADE04D7013
大佬包,,13cd (Future Candy - Saut),Future Candy - YUC'e[Saut],,,,,260.772,,,,,5.85,81D9E735CF005F93BC6064A963FE49B4C1BEEF62
大佬包,,13fe (Ievan Polkka - Nightcore - nicetomeetyou),Ievan Polkka - Nightcore - [NiceToMeetYou],,,,,261.623,,,,,5.8,6089D255B56DEA46C030AEB3A66BE8AA48029E7D
大佬包,,1460 (Avalanche - Zorowo),Avalanche - Memme[Zorowo],,,,,321.059,,,,,7.12,3DEDF5840D5438920D9105315D44FD35625F5BCD
大佬包,,1493 (R4V3 B0Y (Rave Boy) - dropoffire),R4V3 B0Y (Rave Boy) - S3RL[DropOfFire],,,,222.96,,,,,4.94,,A5C831BAE7B74BB1CDF02FDE8EB93E40023EE15B
大佬包,,1665 (Two-Faced Lovers feat. Miku - todokete),Two-Faced Lovers feat. Miku - by Wowaka[Todokete],,0,0,0,287.238,,0,0,0,6.38,D03257E1541D4E6381ACCA614DCA5225D62FA1E4
大佬包,,17e4 (HONESTY - hexagonial),HONESTY - GYZE feat. Ettore Rigotti[Hexagonial (V2)],,,,243.663,306.772,,,,5.3,6.88,B758BA486DDD190D87EF5C87525FB1286E36E52B
大佬包,,18e3 (You're Everything - Zorowo),You're Everything - P*Light vs Yuyoyuppe[Zorowo],,,,,265.041,,,,,5.85,9F58BC121CE735E903E42A8DD4947FA2E9360ED8
大佬包,,1949 (Black Emperor - mystikmol),Black Emperor - Chart by Mystikmol[Chroma],34.99,69.674,,275.545,0,0.75,1.5,,6.11,0,AA4038E7B937773382C569A097D7B3CF0C40407D
大佬包,,1a33 (RELOADED - Saut),RELOADED - EGOIST[Saut],,,107.603,186.401,300.511,,,2.35,4.11,6.72,A5BE6E439863B22BB0CA36E2F4EAD53452E1B978
大佬包,,1aeb (Be Wild - dankruptmemer),Be Wild - Camellia feat. Yukacco[DankruptMemer],,,,,251.854,,,,,5.63,F7E5BA8295C1040E1DBDC69F5F4C21A0557D960F
大佬包,,1ba1 (ACE FOR ACES - Krydar),ACE FOR ACES - TAGxU1[Kry],,,,,230.25,,,,,5.11,376F2ACE119DC0BA9C7D2DA74BF5AE096E0021E1
大佬包,,1bdd (osu!memories - psyc0pathic),osu!memories - SakiZ[Various Mappers],,,,,378.878,,,,,8.49,4310F1B1D5AE5344F6CCD0AB31B892DF166F6C1A
大佬包,,1c77 (Belly Flopper - hexagonial),Belly Flopper - O2i3[Hexagonial],,,,,212.373,,,,,4.73,E94785A8520A1AA69F7BBE9CBEF12917A765ACC1
大佬包,,1d19 (ANiMA - splake),ANiMA - Xi[Splake],,,,,257.026,,,,,5.73,F52F1B4028F16C095237EA504A5A56B76ECB318E
大佬包,,1d64 (Sakura Reflection (PLight Slayer Remix) - yun0),Sakura Reflection (P*Light Slayer Remix) - P*Light[Yun0 ],,,,,220.366,,,,,4.94,DACC5522BCF427BEE197E7688D96A29DCDD48FB8
大佬包,,1d68 (Galactic Symphony - miitchel),Galactic Symphony - Mandragora[miitchel],,,,322.711,0,,,,7.2,0,152DA020C774105DB2D70FCBFD4991EF2878384B
大佬包,,1d77 (RED ZONE - zeekin),RED ZONE - Tatsh & NAOKI[Zeekin],,,,,334.793,,,,,7.51,04C5AECE9740A97FD3FED5A328F03FCF895FB397
大佬包,,1d7c (V for EXTREME - zeekin),V for EXTREME - dj TAKA[Zeekin],,,,,289.705,,,,,6.42,3D8FA87644F593218A74886988B17BE56BAD6345
大佬包,,"1db6 (Setsuna Imitation (feat. Yurica, Hanatan) - Saut)","Setsuna Imitation (feat. Yurica, Hanatan)  - Yairi[Saut]",,64.307,144.391,200.58,325.345,,1.39,3.15,4.5,7.36,196D1061EAC3CD4BC586E5AFCAEA07C35F1D69D0
大佬包,,1e80 (Der Wald (kors k Remix) - miitchel),Der Wald (kors k Remix) - Erehamonika remixed by kors k[miitchel],,,,296.44,,,,,6.59,,DEE2EF2FC976487AFCE124AE05403DB9135DB731
大佬包,,1ed1 (Sidetracked Day (Short Ver.) - hexagonial),Sidetracked Day (Short Ver.) - VINXIS[Hexagonial],,,,199.125,270.474,,,,4.42,6.09,83C08F4B86A4BBE232A8DEB9527EC6D6B24EC9AB
大佬包,,1ed3 (Akasha - kikis),Akasha - xi[Kikis],,,,,292.621,,,,,6.62,AB2F578EC7A8D381D59B35E102389DF8E516D9AD
大佬包,,1ed4 (Inferno - hexagonial),Inferno - 9mm Parabellum Bullet[Hexagonial],,,,225.42,260.687,,,,5.05,5.85,53C04084A8B33AC931C10D1D942E9D6B86D3ECA0
大佬包,,1ef6 (Overkill - Krydar),Overkill - RIOT[Kry],,,,,286.878,,,,,5.93,27FCBAB3FB731B16EABA14A5D039EEFFD7BD44C9
大佬包,,1f11 (g a r d e n (Short Ver.) - blackblazon),g a r d e n (Short Ver.) - DM DOKURO[BlackBlazon & Kolezan],,,,148.479,298.614,,,,3.26,6.62,4CE7BCA5960C90FE634D73F4BB8375EC6A31ADAE
大佬包,,1f90 (Overkill - Nuketime),Overkill - RIOT[Nuketime],,,,,357.212,,,,,7.32,2FDDB136BDA7F9E29B4CB6621D6D8E0F8A43B126
大佬包,,21b8 (Senpai Notice Me - JackoDEJ),Senpai Notice Me - Camellia ft. Nanahira[JackoDEJ],,,,,267.722,,,,,5.91,E3EF6CAB44FF2222C09B399E8E5A62A095233621
大佬包,,21f4 (Brain Power (SDVX Mix) - hexagonial),Brain Power (SDVX Mix) - NOMA[Hexagonial/Loloppe],,,,356.745,0,,,,8.13,0,189596BB9BF3904E8E3F2178ADD7BB77FA25E21C
大佬包,,21f6 (quaver - hexagonial),quaver - dj TAKA[Hexagonial],,,,0,304.368,,,,0,6.82,F77728BB6BFFD097E6E4C10CCBE72B5E8A51FF82
大佬包,,"2200 (Daisuki, Evolution - hexagonial)","Daisuki, Evolution - Minazuki Airi with Atsushi[Hexagonial]",,,,,394.982,,,,,8.9,4867E299296A5B965EDC4DCD930C07703B06B96E
大佬包,,235b (Halcyon - splake),Halcyon - xi[splake],,,,,271.155,,,,,6.13,688DD94E8DCC7634A9DC5D38D3A7AA1522A05475
大佬包,,243e (Snakey Chantey - edzo),Snakey Chantey  - Kumi Tanioka[Edzo],,,72.188,161.323,214.493,,,1.56,3.56,4.75,1CCA456BF71339F4A9B0E7BEE5EF9E6A016D20CC
大佬包,,2449 (Solace of Oblivion - psyc0pathic),Solace of Oblivion - Helblinde[Psyc0pathic & Rinku & AaltopahWi & Shad],,,,,283.579,,,,,6.35,B5F2D1D582BE2706E44B860B8A04C7F5F1BE2910
大佬包,,24ec (Phantasia - Krydar),Phantasia - Yunosuke[Kry & AaltopahWi],,,,,288.008,,,,,6.38,BEE657BFA017983257C34347FC23D867996F114F
大佬包,,259b (Midnight - Krydar),Midnight - Teikyou[Kry],,,,,247.378,,,,,5.49,36C0FA7FA9F5408A535C248E52B599A284C76190
大佬包,,2683 (Routine - hexagonial),Routine - Silent Siren[Hexagonial & Splake & Puds],,,,197.51,346.252,,,,4.36,7.67,AEDD974BD0B7BFAF8C9F9950BFD6368C04ADE258
大佬包,,270b (TIERRA - rogdude),TIERRA - Dj Genki[Rogdude],,,,325.428,,,,,7.25,,01FE02CF7CC8C74E94D5AE68D8F23F6AB143B33A
大佬包,,2731 (ALTONA - yun0),ALTONA  - SOUND HOLIC Vs. SWING HOLIC[Yun0 & Moriik],,,,,290.155,,,,,6.48,1511D6A7D4BEDEB8D9E9C0286EA44784F01EAE0E
大佬包,,2789 (Quo Vadis - squeaksies),Quo Vadis - M2U[squeaksies],,,,,294.158,,,,,6.6,41C21A4C326D3B427DC68509921A4CB6C0F4B3CA
大佬包,,27d8 (Monochrome Butterfly - fraies),Monochrome Butterfly - Aitsuki Nakuru[fraies],,,0,186.472,250.488,,,0,4.1,5.49,D60CA1E3B6175D57DAC7463D532989F83C257EFB
大佬包,,2800 (Teo (ft. Hatsune Miku) - hexagonial),Teo (ft. Hatsune Miku) - Omoi[Hexagonial],,,,,316.112,,,,,7.05,0EDC32C8B6414DACC62562C41953193F29E3B159
大佬包,,28c5 (NUCLEAR-STAR - hexagonial),NUCLEAR-STAR - Camellia[Hexagonial],,,,,419.34,,,,,9.38,762B7BF1C06DBCC7AAB23D955A553E5420FBA6E5
大佬包,,294c (CANDYYYLAND (Pa's Lam System Remix) - Saut),CANDYYYLAND (Pa's Lam System Remix) - tofubeats[Saut],68.317,110.298,176.979,224.035,281.459,1.48,2.39,3.88,5.01,6.32,061DB548E0E73A58E93835997A3B06C7C27756E6
大佬包,,29bf (Hentacito - psyc0pathic),Hentacito - Luis Fonsi ft. Daddy Yankee/S3RL/DaymanOurSavior[Psyc0pathic & Hexagonial],,,,,305.404,,,,,6.78,B889D49CF68A91B8A1A11D76FAFC0720063B0998
大佬包,,29d0 (Happppy song - hexagonial),Happppy song - SOOOO[Hexagonial],,,,,431.95,,,,,9.72,7719B8DE597CB1BFDFD6048E5FC51656DD5219EE
大佬包,,2a03 (ouroboros -twin stroke of the end- - yun0),ouroboros -twin stroke of the end- - Cranky VS MASAKI[Yun0],,,,,237.534,,,,,5.33,131742D6624B8C25BA46FBE5913C542CA51C9332
大佬包,,2ab1 (Star Night Snow (Short edit) - pug),Star Night Snow (Short edit) - n-buna x Orangestar feat. Hatsune Miku[Pug & Puds],,,,,229.764,,,,,5.06,326C13F6664093537D89222CDF1C3FF7C9CE09C8
大佬包,,2bb6 (Stay Alive (Jun Kuroda Bootleg Remix) - splake),Stay Alive (Jun Kuroda Bootleg Remix) - EMILIA (CV: Rie Takahashi)[splake],,,,241.901,,,,,5.38,,6D657DEC81613BF44917E7A1AD1B00763128B9E4
大佬包,,2bcf (Ascension to Heaven - miitchel),Ascension to Heaven - xi[miitchel & ManDynasty],,,,,337.309,,,,,7.53,B444C14C69F0D04C7350621EBA7955496C698936
大佬包,,2c27 (Bluenation - kikis),Bluenation - yaseta[Various Mappers],,,,,332.413,,,,,7.49,52FE9BF8625FF8BE431E42B228F803B628FDC7BF
大佬包,,2dd6 (Berry Go !! - yun0),Berry Go !! - Freezer (Feat. Kiichigo)[Yun0],,53.873,86.877,191.338,230.693,,1.16,1.88,4.17,5.06,E5F61DBD37A9CB46506C899ECC6861B6491D27DD
大佬包,,2eea (Labyrinth - splake),Labyrinth - Lapix[splake & Moriik],,,,,338.901,,,,,7.69,9DC600EE749197F16EC4F75F5D5BF2AB38F8E4F8
大佬包,,2f94 (DeltaMAX - yun0),DeltaMAX - DM Ashura[Yun0],,,,,272.588,,,,,5.99,200549108BB22752112C62D102BF69EE0C47FD7A
大佬包,,3036 (Milk Crown on Sonnetica - hexagonial),Milk Crown on Sonnetica - nameless[Hexagonial],,,,,448.302,,,,,10.08,CFCA2FE00BCC418DC9ECF64D92FC01CEEC52C375
大佬包,,31d4 (Arcade Busters - Goatgarien),Arcade Busters - cysmix[Goatgarien],,,,,232.657,,,,,5.18,999FC247E84E51D701A6DB68EB543D2DE2047A99
大佬包,,32d4 (MariannE (Lanota Edit) - redmagi),MariannE (Lanota Edit) - Yooh[Redmagi],43.718,50.198,76.402,121.809,257.519,0.94,1.08,1.65,2.64,5.71,AFB47D1ABB417A76A4293D29A725D6DD74D76782
大佬包,,342b (Walk This Way! - cheesydream),Walk This Way! - Kano[cheesydream],,,,,383.751,,,,,8.58,4947A4B2FB332578375A412E568DE751436429BC
大佬包,,34a8 (PUMP - cheesydream),PUMP - YUC'e[cheesydream],,,,,351.523,,,,,7.88,1E8728EDA10252145AE5C82A3562FFAB48569DFA
大佬包,,360b (Mare Maris - squeaksies),Mare Maris - M2U[squeaksies],,,,,289.688,,,,,6.54,F172A6F3B7061BF8ED321A65ABA63D6E226CE6F2
大佬包,,361f (Wish upon Twin Stars - RaZn),Wish upon Twin Stars - xi[RaZn],,,,,269.686,,,,,6.02,C02550F9A61779CA5FB2962883B917EA0673F5FE
大佬包,,"39bc (World's End, Girl's Rondo (Asterisk DnB Remix) - ManDynasty)","World's End, Girl's Rondo (Asterisk DnB Remix) - Wakeshima Kanon[ManDynasty]",,58.783,86.429,124.491,216.504,,1.27,1.88,2.73,4.78,5C382E8993DE8780A39B0B77E07B0CCFE00BD3A3
大佬包,,3aa3 (Hype feat. Such - iraky),Hype feat. Such - PSYQUI[iraky],,,171.208,240.757,394.794,,,3.74,5.33,8.88,D826FA2F751020AD7E59B1AEB3F5D2902755A406
大佬包,,3c6c (Engage-Rex- - kikis),Engage-Rex- - Getty vs DJ DiA[Kikis],,,0,0,235.539,,,0,0,5.3,8B3707777D0288E8233531594F31857C24FFDC2D
大佬包,,3ca3 (Stereo Future (TV Size) - squeaksies),Stereo Future (TV Size) - BiSH[squeaksies],,,,,214.164,,,,,4.77,CDA9F371D927E69B219D1603C53CC4661A87C926
大佬包,,3cbc (YELL! (feat. Moimoi) - amanatsu),YELL! (feat. Moimoi) - DJ Genki & Camellia[Amanatsu & Pug],,,,,348.029,,,,,7.79,629EE2C1A14A27968A64B8AD9B25FB52F30DDE5C
大佬包,,3d07 (Acid burst - iraky),Acid burst - Memme[iraky],,,,,384.278,,,,,8.71,16D54B364C4620B9951CAAC5516A8C7E7345070F
大佬包,,3da7 (Trusting - BarrySeggai),Trusting - Merry (CV: Chika Anzai)[Barry Seggai],,,,,237.253,,,,,5.2,587EE9411A4F81E56A97FE2F281AA0C82ADA84F5
大佬包,,3dd3 (Zetsubou Plantation - rogdude),Zetsubou Plantation - Yousei Teikoku[Rogdude],,,,,314.54,,,,,6.95,B24E5DBF100388DB53BD9EE04EEE66BD365DF84B
大佬包,,3e05 (Koi no Hime Hime Pettanko - rogdude),Koi no Hime Hime Pettanko - *namirin[Rogdude],,,,219.173,,,,,4.8,,59EDC79516ACBC2EDAA130542F8D3A204585BFF0
大佬包,,3e24 (HIBANA feat. Hatsune Miku - rogdude),HIBANA feat. Hatsune Miku - DECO*27[Rogdude],,,,,275.419,,,,,6.13,E1FB83BE49CBE3BB000D0DDC186CB0516AFDCC0B
大佬包,,3e27 (Barracuda - blackblazon),Barracuda - Noisestorm[BlackBlazon & EpicEwok],,,,222.531,0,,,,4.9,0,85979CB6C4289DF5DB64CA2BF1A564CA265F430A
大佬包,,3e4b (Heeartbeeat Oveerheeat!!!! - rogdude),Heeartbeeat Oveerheeat!!!! - Camellia feat. Nanahira[Rogdude & Loloppe],,,,,371.737,,,,,8.23,207CC54D61A787E26DA47CE6C0CC45D9608D87FB
大佬包,,3e95 (EmbryO - pug),EmbryO - Kabocha[Pug],,,,0,336.361,,,,0,7.53,E129EA8229FA270A97799EB5B7637C6FD76E4EEC
大佬包,,4038 (Zettai Tokken Shuchou Shimasu! Hoshi Syoko Solo Remix - AiThKe),Zettai Tokken Shuchou Shimasu! Hoshi Syoko Solo Remix - Syoko Hoshi (CV: Satsumi Matsuda) [Aithke],,,,0,234.765,,,,0,5.19,3FB5C8CC39DFEE210530C02FDC2EB55B9179209C
大佬包,,41f3 (Magnetism - squeaksies),Magnetism - M2U[squeaksies],36.977,53.216,86.539,160.538,298.132,0.79,1.14,1.87,3.53,6.7,75B10748149340DEA74FF1870B2A59F609ACE7F5
大佬包,,42e8 (GHOST - dankruptmemer),GHOST - Camellia[DankruptMemer & Moriik],,,,,394.599,,,,,8.85,B04F04FDAA3ED6C2BCF09C0F4E9058E3CB153CD2
大佬包,,4479 (Louder Than Steel - Electrostats),Louder Than Steel - Ryu-5150[Electrostats],,,,,393.972,,,,,9.07,E80ADF683AED066F94BBBA3E49162D7D0D7247B4
大佬包,,449a (Fallen (Short Ver.) - Uninstaller),Fallen (Short Ver.) - EGOIST[Uninstaller & Saut],51.498,110.827,166.661,271.56,256.041,1.11,2.4,3.64,6.09,5.74,F369747C6B54914DEAA163AAE85816BA5A8C1845
大佬包,,4502 (Monster - Saut),Monster - Reol[Saut & ManDynasty],,129.512,162.283,226.244,342.71,,2.82,3.55,5.02,7.7,283095490EB5D0AA60B8117BF90D52FBC7D8300F
大佬包,,450b (FIRST - Saut),FIRST - AKI AKANE[Saut],,120.718,155.565,210.973,354.955,,2.62,3.41,4.66,8,3082BDB176578E683C0B5AE755A7ABAB5FF80363
大佬包,,4554 (MIRROR - AiThKe),MIRROR - THE ORAL CIGARETTES[Aithke],,,,,272.745,,,,,6.07,BD93D34BEFA6C15388707DB4144796307D428A9A
大佬包,,468e (Blue Zenith - oddloop),Blue Zenith  - xi[Fern & Oddloop],,,,,350.267,,,,,7.89,97747D8098D115BA2654452986893FFCC157392C
大佬包,,4837 (Yugure - Soup),Yugure - Kobaryo[Souk & Puds],,,,,350.03,,,,,7.82,9D5D9271F2F7E793748AD4028511EDEE800B40E8
大佬包,,48e9 (Last Proof - Scrappy),Last Proof - ZAQ[Scrappy],,,,,287.378,,,,,6.49,BA2FD3E414A9E0868AC4D0D450ED9F74B5797CC2
大佬包,,49cb (flying in the flow of deep-sea (Short Ver.) - iraky),flying in the flow of deep-sea (Short Ver.) - Camellia[iraky & Loloppe],,,,,283.832,,,,,6.39,55DA5573F7F2CE29C9E414837581364B162F52B6
大佬包,,4a2a (Crying for Rain - squeaksies),Crying for Rain - Minami[squeaksies],34.038,40.911,80.154,124.385,218.123,0.73,0.88,1.73,2.73,4.83,B70AEEF2EE915CED48593422931E8BA2A1F4E973
大佬包,,4a53 (Enigma II - yun0),Enigma II - Toromaru[Yun0],,,,,383.035,,,,,8.74,36AFD0E84D8DB7600DB5D023BE779BB47421BE6F
大佬包,,4c (Everything will freeze - roffle),Everything will freeze - [UNDEAD CORPORATION (mapped by Roffle)],,,,,232.372,,,,,5.22,D0B6C6880FC6415CD4839A71691D71E41B2C4D76
大佬包,,4e10 (Ether Strike - fraies),Ether Strike - Akira Complex[Various Mappers],0,0,92.48,197.943,260.682,0,0,2,4.36,5.85,E1AE03504B1E23AA44CCB194134C84B1BE21C8DA
大佬包,,4e92 (Shera - iraky),Shera  - MYUKKE[iraky & Hoppaw],58.998,91.573,130.649,221.625,239.826,1.28,1.97,2.86,4.9,5.38,1E86B21402C5EE98F3DB246F218135B3FF61A21A
大佬包,,4f33 (Enantiomorphs - Scrappy),Enantiomorphs - Camellia[Scrappy],0,,,,245.972,0,,,,5.47,EA294DB03D1BAF7919B48F09DBC02C8494AB5B5A
大佬包,,5130 (Saint's Beat - ejiejidayo),Saint's Beat - Zeami[ejiejidayo],,,94.733,178.445,314.477,,,2.05,3.92,7.03,0597F8F7D8E396EBFEF511DC9EC98B69635CE532
大佬包,,5309 (Chrome VOX (Uncut Edition) - Souk),Chrome VOX (Uncut Edition) - t+pazolite[Souk],,,,,408.136,,,,,9.15,2C908DF9BB7AA93884AB9BFA8DDC598C3DE479E9
大佬包,,5a19 (Battle Sirens (RIOT Remix) - Oddloop),Battle Sirens (RIOT Remix) - Knife Party & Tom Morello[Oddloop],,,,,331.481,,,,,7.37,1320CCC37C776EF3245A811B60D6A5E0C3E672A8
大佬包,,5b2e (volcanic - Souk & Hexagonial),volcanic - DETRO[Souk & Hexagonial],,162.316,228.384,352.041,0,,3.54,5.04,7.86,0,D8E8ED7E0661BAAD0C0E53F9720D557456E365DE
大佬包,,5c81 (Tool-Assisted Speedcore - Souk),Tool-Assisted Speedcore - Kobaryo[Souk],,,,,364.783,,,,,8.15,8AFB0C840EA4B07DB2A16E96164CE8BE094B2339
大佬包,,5c85 (sink to the deep sea world - Oddloop),sink to the deep sea world - Chroma[Oddloop],,,0,0,350.073,,,0,0,7.84,BFF86E80DD163511B37444E31C49569E084E7B40
大佬包,,5d9f (Dreamin' Tonight - Yun0),Dreamin' Tonight - Freezer (Feat. Kiichigo)[Yun0],,71.249,96.478,150.401,214.529,,1.54,2.1,3.29,4.73,3F729EE74DB0D1F3807524C99A5D81C0EF81D800
大佬包,,5f00 (166 - Suzuya Homerarete Nobiru Type Nandesu. - Pug),166 - Suzuya Homerarete Nobiru Type Nandesu. - saradisk[Pug],,,47.912,108.753,260.566,,,1.03,2.37,5.77,839245D64719D018E40E2F11654B7C49230CA126
大佬包,,624e (Flow - Fern),Flow - Ace Aura[Fern],,,,,378.148,,,,,8.44,30BB09ED78B0ABEE79BDECA20D60C2D071662C23
大佬包,,62c9 (Great Distance - Uninstaller),Great Distance - ryo (supercell)[Uninstaller],,73.222,112.503,205.639,295.686,,1.58,2.45,4.49,6.63,EA08458FFE4336A205E1CBAE539183E697845358
大佬包,,630e (werewolf howls. - DE125),werewolf howls. - Camellia[DE125],,,,,388.215,,,,,8.69,66CEEFD205ECC6CD007EA851F1BF7E4856AB8FFC
大佬包,,658c (B L A C K - R A Y - Iraky),B L A C K - R A Y - Camellia[Iraky],,,,,378.816,,,,,8.49,3565E51A94FA064674438B961CCEDDA21BC76342
大佬包,,65ee (Bangin' Burst  - Light Ai),Bangin' Burst  - Camellia[Light Ai],,,,,399.18,,,,,8.91,5C6C8B78EA64E9B82FEBE58A7F8A48632F03C4E3
大佬包,,69de (Jakarta PROGRESSION - Skeelie),Jakarta PROGRESSION - KURORAK[Skeelie],,52.983,79.424,116.973,246.798,,1.14,1.72,2.54,5.45,0F1467CF627A9B8CCA54985FFE95670CC39201BE
大佬包,,6a37 (Villain Virus - fraies & Oddloop),Villain Virus - Kobaryo[fraies & Oddloop],,,,,516.621,,,,,11.79,92C7490D903F3E676069B92B7DE9E56B03A9677A
大佬包,,6b33 (Fallin' Angel - Hoppaw),Fallin' Angel - Takeshi Watanabe[Hoppaw],,,,,266.984,,,,,5.95,54373BB7B8A3ACD8BFB6B4CE65A2B37B39E3F6BE
大佬包,,6b35 (Legend of Millennium - Hoppaw),Legend of Millennium - Hazuki[Hoppaw],,,220.737,288.721,342.88,,,4.9,6.47,7.68,A6BEE89340610820701B2B4B706C73D86098C15C
大佬包,,6b36 (NANI THE FUCK!! - Hoppaw & ExUnReal),NANI THE FUCK!! - Camellia x Nanahira[Hoppaw & ExUnReal],0,,,,351.195,0,,,,7.9,FCD2FD6DAD7EFC7B06636E838078210B3EAC608A
大佬包,,6b5f (Break - Souk & Oddloop),Break - The Quick Brown Fox[Souk & Oddloop],0,214.295,255.04,379.102,453.001,0,4.68,5.7,8.63,10.36,6A5AEA3CE9A7A9F120EBD4DEEA377B4A54640BFB
大佬包,,"6b8c (MAYDAY - Oddloop, RedMagi & AaltopahWi)","MAYDAY - TheFatRat[Oddloop, RedMagi & AaltopahWi]",36.938,54.074,70.96,99.351,239.811,0.8,1.16,1.53,2.17,5.3,58E760690FFB379864D76B06505F4056E84FBE84
大佬包,,6b9b (Night sky - Jez),Night sky - USAO[Jez],,,,,366.737,,,,,8.2,840DC308FFC8FDA9FA3F09401E89C7428EF1AA7F
大佬包,,6c62 (M1917 - Aithke & Loloppe),M1917 - a crowd of rebellion[Aithke & Loloppe],,,,,326.305,,,,,7.25,F99FB53FD30F612E7716898C446984F50BC4C37D
大佬包,,712e (Haruka Kanata - Uninstaller),Haruka Kanata - ASIAN KUNG-FU GENERATION[Uninstaller],,,85.147,172.47,214.201,,,1.84,3.78,4.74,E4920174BBEF9E571750F10E99133811D74ABF72
